squad_id,cliente,account,arr,auditado,auditado_flag,churn_realizado,cidade,coordenador,criterio_mql,criterio_sql,csat_atendimento,csat_campanhas,csat_copy,csat_design,csat_prazo,csat_resultados,customer_care_status,data_atualizacao,data_inicio_contrato,data_vencimento_contrato,deadline_plano,drive_cliente,entregas_prazo,entregas_qualidade,fee,flag_calculada,flag_media,google_media_plan,gt,health_medio,justificativa_atrasos,justificativa_mql,justificativa_qualidade,justificativa_relacionamento,justificativa_resultado,kr1,kr2,kr3,last_csat_matriz,link_cac_mapeado,link_contrato,link_ekyte,link_growthpack,link_loop,link_pic,link_replanejamento,lt,meta_media_plan,meta_mql,mhs,modalidade_vendas,nota_atrasos,nota_mql,nota_qualidade,nota_relacionamento,nota_resultado,nps,objetivo_smart,pacing_kr1,pacing_kr2,pacing_kr3,plano_acao,pontuacao_ponderada,realizado_kr1,realizado_kr2,realizado_kr3,relacionamento,replanejamentos_q3,resultados,resumo_historico,saldo_conta_google,saldo_conta_meta,segment,start_plano,step,tem_loop_aberto,tier,total_media_plan
wall-street,SHOPPING PIRATAS,Fanuel Silva,,,,Não,"Angra, RJ",Felipe Gonçalves,,,,,,,,,Tratativa,2026-08-04,2026-03-31,,,,,,9903.0,🟡 AMARELO,,0.0,Felipe Campos,,"Há tarefas ativas vencidas sem a tag AGUARDANDO APROVAÇÃO, além das tarefas que dependem de aprovação do cliente.",A call não trouxe MQLs nem taxa de qualificação; discutiu vendas e divulgação de eventos.,O cliente relatou estar muito satisfeito com a performance online do evento; não houve refação de entrega.,"Relacionamento colaborativo, porém a condução registrada ficou concentrada em campanhas e eventos.","Há vendas do evento, mas sem faturamento e custos que comprovem cobertura de fee e mídia.",0,,,,,SHOPPING PIRATAS: Link do Contrato,,,,,Cliente novo,#NUM!,3000.0,,,Inside Sales,1.0,1.0,3.0,2.0,2.0,,Sem meta,#DIV/0!,,,"- Duplicar publico atual e colocar somente o IG;
- Trazer a hipotese de tiktok;",52.0,0,,,,,,"2 avaliações válidas (22/07, 03/08). M/A/Q/Rel/Res: 1/2/3/3/3 → 1/2/3/3/4. O resultado do evento melhorou e o relacionamento segue forte; MQL continua sem acompanhamento e há atrasos ativos. 13/08: sem transcrição utilizável; não pontuado. Tendência: melhorando | flag histórica: amarela | confiança média.",0.0,953.17,Shopping,,V1,Não,LARGE,3000.0
wall-street,VERDEN BIKES,Fanuel Silva,,,,Não,"Angra, RJ",Felipe Gonçalves,,,,,,,,,Tratativa,,2026-03-31,,,,,,9903.0,,,0.0,Felipe Campos,,,,,,,,,,,,SHOPPING PIRATAS: Link do Contrato,,,,,Cliente novo,#NUM!,3000.0,,,Inside Sales,,,,,,,,,,,"- Duplicar publico atual e colocar somente o IG;
- Trazer a hipotese de tiktok;",,0,,,,,,,0.0,953.17,Shopping,,V1,Não,LARGE,3000.0
wall-street,FINO INOX,Fanuel Silva,,,,Não,"Angra, RJ",Felipe Gonçalves,,,,,,,,,Tratativa,,2026-03-31,,,,,,9903.0,,,0.0,Felipe Campos,,,,,,,,,,,,SHOPPING PIRATAS: Link do Contrato,,,,,Cliente novo,#NUM!,3000.0,,,Inside Sales,,,,,,,,,,,"- Duplicar publico atual e colocar somente o IG;
- Trazer a hipotese de tiktok;",,0,,,,,,,0.0,953.17,Shopping,,V1,Não,LARGE,3000.0
wall-street,L DIAS CORRETORA,Luis Guilherme,500000.0,,,Não,"São Paulo, SP",Felipe Gonçalves,,,,,,,,,,2026-07-31,2026-05-08,2026-11-08,,,,,4489.37,🔴 VERMELHO,,0.0,Ruanderson,,Há 2 tarefas ativas vencidas na workspace L Dias Corretora; tarefas pausadas não foram consideradas.,"A transcrição apresenta leads e desqualificados, mas não menciona MQLs nem Leads Qualificados pelo Marketing.",Não houve pedido de refação de entregáveis no encontro.,"Selmo reconheceu o esforço da equipe, valorizou a parceria e se mostrou aberto ao teste conjunto de vendas.","Foram gerados 114 leads, mas não houve vendas; o cliente confirmou custo alto e resultado zero até agora.",80,100,40,,L. DIas Corretora MC e Breakeven | Padrão,L DIAS CORRETORA DE SEGUROS: Link do Contrato,,,,,,#NUM!,3000.0,,,Inside Sales,2.0,1.0,3.0,3.0,1.0,,Gerar 80 vendas no mês,"0,00%",,,,54.0,0,,,,,,"2 avaliações válidas (24/07, 31/07). M/A/Q/Rel/Res: 1/2/3/1/1 → 1/2/3/3/1. O relacionamento recuperou, mas MQL não é medido e a ausência de vendas persiste. Tendência: melhorando | flag histórica: vermelha (recuperação inicial) | confiança média.",,,Automotivo,,V1,,SMALL,3000.0
wall-street,GUARDIÃO AZUL,Luis Guilherme,150000.0,,,Não,São José dos Campos - SP,Felipe Gonçalves,,,,,,,,,,2026-08-06,2026-02-06,2026-08-06,,,,,4500.0,🟡 AMARELO,,1000.0,Ruanderson,,"Há tarefas vencidas sem a tag AGUARDANDO APROVAÇÃO, incluindo motions e posts em execução interna.","Inside sales: 299 MQLs em 369 leads (81%). A definição de MQL está em revisão, portanto o dado exige acompanhamento.",Houve refações pontuais e ajustes de comunicação; não há falha recorrente comprovada.,"A equipe conectou mídia, CRM, SLA e gargalo comercial em um plano de ação validado pelo cliente.","Há sete vendas reportadas, mas sem faturamento direto comprovado para cobertura de fee e mídia.",31,,,,Guardião Azul e Breakeven | Padrão,GUARDIÃO AZUL: Link do Contrato,,Guardião Azul | GrowthPack V26 (Inside Sales),,,Guardião Azul - Check-in Quarter - Q2 2026.pptx,,2000.0,,,Inside Sales,1.0,3.0,2.0,3.0,2.0,,6 PCLs vindo do digital,"58,06%",,,,67.0,18,,,,,,"2 avaliações válidas (23/07, 06/08). M/A/Q/Rel/Res: 5/3/2/3/4 → 3/1/3/3/4. Resultado e relação seguem fortes, mas a definição de MQL perdeu confiabilidade e há 5 tarefas vencidas. Tendência: piorando | flag histórica: amarela (alerta inicial) | confiança média.",,,Tecnologia / SaaS,,V1,,TINY,3000.0
wall-street,COMIN EQUIPAMENTOS,Luis Guilherme,5000000.0,,,Não,Chapecó-SC,Felipe Gonçalves,,,5.0,4.0,4.0,4.0,5.0,4.0,,2026-08-13,2026-02-23,2027-02-23,,,,,7470.0,🔴 VERMELHO,,1500.0,Ruanderson,,"Há 2 tarefas ativas vencidas no Ekyte em 13/08, ambas internas e sem tag de dependência do cliente.","Inside sales: 18 MQLs em 82 leads (22,0%), abaixo de 30%.","Ivan avaliou o material de manutenção como agregador, com pesquisa, método e processo; não houve pedido de refação.","Cliente participou e validou a evolução de CRM, estrutura comercial e plano de manutenção recorrente, com ações além de mídia.","De 01 a 12/08, Meta e Google tiveram 0 vendas; a reunião não confirmou vendas ou faturamento atribuíveis a outro canal.",30000,48,24,2026-07-01,Comin Equipamentos - MC e Breakeven.xlsx,COMIN EQUIPAMENTOS: Link do Contrato,,Comin | GrowthPack V26 (Inside Sales),,,https://quarter2cominreview.netlify.app/,,1500.0,,,Inside Sales,1.0,2.0,3.0,3.0,31.12,8.0,"Atingir um total de R$ 30.000,00/Mês de faturamento","11,33%",,,,60.0,3400,,,,,,"4 avaliações válidas (23/07, 30/07, 07/08, 13/08). M/A/Q/Rel/Res: 3/1/3/3/2 → 2/2/2/3/2 → 3/2/2/3/2 → 2/1/3/3/1. Qualidade e relacionamento seguem positivos; atrasos internos retornaram e não houve vendas em Meta ou Google. Tendência: piorando (deterioração inicial) | flag histórica: amarela | confiança alta.",,,Indústria,,V1,,MEDIUM,3000.0
wall-street,AFABB,Luis Guilherme,1500000.0,,,Não,Belo Horizonte - MG,Felipe Gonçalves,,,3.0,3.0,4.0,4.0,1.0,3.0,,2026-08-05,2025-05-16,,,,,,4500.0,🔴 VERMELHO,,2000.0,Ruanderson,,Há tarefa vencida sem a tag AGUARDANDO APROVAÇÃO.,Não houve menção a MQLs ou taxa Lead→MQL; o trabalho estava em preparação de campanha.,"O cliente confirmou a resolução das pendências anteriores, sem novos ajustes de entrega.","Relacionamento colaborativo, mas sem evidência suficiente de iniciativa estratégica além do lançamento da campanha.",Não houve vendas ou resultado comercial informado.,300,10,,2026-07-01,CAC e Breakeven | AFABB,AFABB: Link do Contrato,,AFABB | GrowthPack V26 (Inside Sales),,,Afabb - Check-in Quarter - Q2 2026.pptx,,1000.0,,,Inside Sales,1.0,1.0,3.0,2.0,1.0,5.0,Atingir um total de 300 Leads/Mês,,"107,30%",,,46.0,,"10,73",,,,,,,,Saúde,,V1,,SMALL,3000.0
wall-street,X1 - FIBRA,Luis Guilherme,2400000.0,,,Não,Rio de Janeiro - RJ,Felipe Gonçalves,,,5.0,5.0,5.0,5.0,5.0,5.0,,2026-08-12,2026-05-11,2026-11-11,,,,,5018.62,🟢 VERDE,,500.0,Ruanderson,,"Há 2 tarefas ativas vencidas no Ekyte em 12/08, sem tag de dependência do cliente.","Inside sales: 28 MQLs em 43 leads (65%), acima de 30%.","Cliente confirmou que os relatórios e a análise em profundidade são um diferencial; landing page e templates foram validados, sem refações.","Cliente participou, validou capacidade comercial, CRM, plano de Google Ads e próximos passos além das campanhas.","Foram 10 vendas de 01 a 12/08; a call reportou ROI LTV de 6,55, acima de 1. A meta mensal de 30 vendas ainda está em acompanhamento.","12352,48",43,60,2026-07-01,X1 Fibra e Breakeven - Padrão.xlsx,X1 FIBRA: Link do Contrato,,X1 - Fibra [GrowthPack - V26] - Atual,,,,,1500.0,,,Inside Sales,1.0,3.0,3.0,3.0,4.0,10.0,"Atingir um total de R$ 12.352,48/Mês no LTV 12x","106,39%",,,,83.0,13142,,,,,,"4 avaliações válidas (22/07, 30/07, 05/08, 12/08). M/A/Q/Rel/Res: 3/3/3/3/4 → 3/2/3/3/4 → 3/2/3/3/4 → 3/1/3/3/4. MQL, qualidade, relação e ROI seguem fortes; atrasos internos pioraram. Tendência: estável | flag histórica: verde | confiança alta.",,,Provedor de Internet,,V1,,SMALL,2000.0
wall-street,VIVA BEM,Luis Guilherme,500000.0,,,Sim,Santa Cruz do Sul - RS,Felipe Gonçalves,,,5.0,3.0,3.0,,4.0,4.0,,2026-07-24,2025-10-27,,,,,,3500.0,🟡 AMARELO,,0.0,Ruanderson,,"Há 1 tarefa ativa vencida na workspace: “Régua de Robô de Follow Up no Kommo CRM”, com prazo em 22/07.","Foram gerados 36 MQLs a partir de 81 leads, com conversão de lead para MQL de 44,44%; não foi apresentada meta de MQL atingida.",Não houve pedido de refação de entregáveis no encontro; foram apresentadas análises de concorrentes e orientações comerciais.,"O cliente participou ativamente, trouxe casos reais de negociação e concordou com o plano de ação para melhorar o follow-up.","Há faturamento próximo de R$ 21 mil e vendas pontuais, mas o cliente relatou pressão de resultado e oportunidades ainda sem fechamento.","35483,35",42,2000,2026-07-01,Viva Bem - MC e Breakeven _ Padrão.xlsx,VIVA BEM: Link do Contrato,,Viva Bem | GrowthPack V26 (Inside Sales),,,Viva Bem - Check-in Quarter - Q2 2026.pptx,,2000.0,,,Inside Sales,2.0,3.0,3.0,3.0,2.0,8.0,"Atingir R$ 35.483,35/mês e 125 MQLs no Quarter","0,00%","78,57%",,,69.0,0,33,,,,,2 avaliações válidas (15 e 24/07); 22/07 sem transcrição. Notas M/A/Q/Rel/Res: 3/3/3/3/3 → 3/2/3/3/2. Demanda e relação estáveis; conversão segue como gargalo e surgiu 1 atraso. Tendência: leve piora | 🟡 | confiança média.,,,Varejo físico,,V1,,TINY,2000.0
wall-street,DR ERNESTO DIAS,Luis Guilherme,1200000.0,,,Não,Macaé - RJ,Felipe Gonçalves,,,,,,,,,,2026-08-07,2025-10-31,,,,,,4000.0,🟢 VERDE,,2500.0,Ruanderson,,Há tarefas vencidas sem a tag AGUARDANDO APROVAÇÃO.,"Inside sales: 123 MQLs em 338 leads, conversão de 36,4%, acima de 30%.",Foi solicitado ajuste pontual na cópia da landing page.,"A análise conectou dados de consultas, jornada pós-consulta e próximos passos, com participação do cliente.","O faturamento realizado de R$ 28 mil supera o objetivo mensal de R$ 16.031,38; meta batida.","16031,38",,,,Doutor Ernesto Dias - MC e Breakeven _ Padrão.xlsx,DR. ERNESTO DIAS: Link do Contrato,,Dr.Ernesto | GrowthPack V26 (Inside Sales),,,https://reviewquarter2drernestodias.netlify.app/,,1000.0,,,Inside Sales,1.0,3.0,2.0,3.0,5.0,,"Atingir R$ 16.031,38/mês e 41 consultas realizadas/mês","174,66%",,,,83.0,28000,,,,,,"2 avaliações válidas (24/07, 07/08). M/A/Q/Rel/Res: 3/3/3/3/2 → 5/2/2/3/5. MQL e resultado evoluíram fortemente; surgiu uma pendência ativa e um ajuste pontual de copy. Tendência: melhorando | flag histórica: amarela (recuperação inicial) | confiança média.",,,Saúde,,V1,,SMALL,3500.0
wall-street,ULTRAFARMA CAPELINHA,Luis Guilherme,,,,Sim,,Felipe Gonçalves,,,5.0,4.0,,4.0,5.0,4.0,,2026-07-21,,,,,,,,🟡 AMARELO,,,Ruanderson,,O Ekyte não registra tarefas planejadas em atraso no projeto ativo.,"A reunião reportou geração de leads pelo Google Ads, com volume e custo por lead acompanhados.",Não houve pedido de refação de entregáveis no encontro.,"Cliente participou ativamente, concordou com o plano de CRM e se comprometeu com os próximos passos.","Há faturamento mensal estimado em R$ 123 mil, mas abaixo da meta de R$ 150 mil para o período.",Desdobrar KR,,,2026-07-01,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,7.0,Sem Meta,,,,,80.0,,,,,,,,,,,,,,,
wall-street,PRIME MECANICA [standby],Diego Senzi,,,,Sim,"Chapecó, SC",Felipe Gonçalves,,,3.0,1.0,1.0,1.0,1.0,1.0,Aviso Prévio,2026-07-07,2025-07-02,2026-06-23,2026-07-10,,,,6000.0,,,2000.0,Wesley Elioenai,,,,,,,,,,2026-07-01,Q2 | CAC e Breakeven | Prime Mecânica,PRIME MECANICA: Link do Contrato,eKyte,Prime | GrowthPack V26 (Inside Sales),PRIME MECANICA | Link do Loop,,,,1000.0,,,PDV,,,,,,1.0,,,,Sim,,,,,Aviso Prévio,,,,,,,Automotivo,2026-06-26,V1,Sim,SMALL,3000.0
wall-street,SEG ELETRONIC [standby],Diego Senzi,,,,Sim,"Cabo Frio, RJ",Felipe Gonçalves,,,,,,,,,Tratativa,2026-08-13,2026-01-02,2026-08-13,2026-07-10,,,,4500.0,🔴 VERMELHO,,0.0,Wesley Elioenai,,Há 3 tarefas ativas vencidas; 2 são internas e sem tag de dependência do cliente.,"Foram citados 7 leads, mas não MQLs nem taxa Lead→MQL mensurável.",As placas de segurança e o social media estão em ajuste/refação; não houve aprovação explícita das entregas.,"Relação colaborativa, mas a call se concentrou em campanhas, CRM e correções, sem validação estratégica mais ampla.",A reunião não confirmou venda ou faturamento no período; os dois leads apresentados estão em orçamento.,,,,,Q1 | CAC e Breakeven | Seg Eletronic,SEG: Link do Contrato,eKyte,Seg Eletronic| GrowthPack V26 (Inside Sales),SEG ELETRONIC | Link do Loop,,,11,2000.0,,,PDV,1.0,1.0,2.0,2.0,1.0,,,,,Sim,,41.0,,,Antecipação,,,,"2 avaliações válidas (06/08, 13/08). M/A/Q/Rel/Res: 1/2/2/3/2 → 1/1/2/2/1. MQL segue sem mensuração e não houve venda confirmada no novo encontro; atrasos internos e ajustes de criativos persistem. Tendência: piorando | flag histórica: vermelha (deterioração confirmada) | confiança média.",,,Segurança,2026-06-26,V1,Sim,SMALL,2000.0
wall-street,ESPAÇO MASTER,Luis Guilherme,,,,Não,"Belo Horizonte, MG",Felipe Gonçalves,,,,,,,,,Saudável,2026-08-06,2026-02-16,2026-08-22,2026-07-17,,,,5017.17,🔴 VERMELHO,,2000.0,Gersson,,"Há tarefas vencidas sem a tag AGUARDANDO APROVAÇÃO, incluindo CRM, renovação e teste A/B.","Foram citados 47 leads, mas não MQLs nem taxa Lead→MQL.","Os ajustes foram validados e o teste A/B já estava em execução, sem refações relevantes.","A equipe trabalhou CRM, teste A/B e dados comerciais com participação ativa do cliente.","Seis vendas de ticket médio entre R$ 8 mil e R$ 9 mil cobrem fee e mídia; com MC de 30%, ROI de mídia é maior que 1.",,,,,Cliente está com restrição,ESPAÇO MASTER: Link do Contrato,eKyte,ESPAÇO MASTER  _ GrowthPack V26 (Inside Sales) (2),ESPAÇO MASTER | Link do Loop,,https://review-quarter-6mvksa2d1-luisguilherme-2954s-projects.vercel.app/,8,1000.0,,,PDV,1.0,1.0,3.0,3.0,1.0,,Objetivo Smart,,,Sim,,52.0,,,Saudável,,,,"2 avaliações válidas (29/07, 06/08). M/A/Q/Rel/Res: 2/1/3/3/1 → 1/2/3/3/4. Vendas e atrasos melhoraram, mas MQL segue sem acompanhamento e a renovação depende do sócio. Tendência: melhorando | flag histórica: amarela (recuperação inicial) | confiança média.",,,Saúde,2026-06-26,V1,Sim,SMALL,3000.0
wall-street,ALPHAVILLE,Jaqueline Ventura,,,,Não,"Camboriu, SC",Felipe Gonçalves,,,,,,,,,Antecipação,2026-08-12,2024-03-07,2027-01-16,2026-07-13,,,,2000.0,🔴 VERMELHO,,500.0,Wesley Elioenai,,"Há 4 tarefas ativas vencidas no Ekyte em 12/08, sem tag de dependência do cliente.","Foram citados 7 leads efetivos, mas os 12 MQLs pertencem apenas ao cenário projetado; não há taxa Lead→MQL realizada.","Cliente aprovou e elogiou o vídeo de bastidores; foram combinados apenas cortes e adaptações de formato, sem refação por falha.","Cliente participou das decisões de forecasting, programa de indicação, CRM e conteúdos; confirmou entendimento e não trouxe objeções.","A transcrição informa 7 leads e um forecast de 2 vendas, mas não confirma vendas ou faturamento realizados atribuíveis ao período.",,,,,Q1 | CAC e Breakeven | Alphaville Fechamento de Sacadas,ALPHAVILLE: Link do Contrato,eKyte,Alphaville Sacadas | GrowthPack V26 (Inside Sales),ALPHAVILLE | Link do Loop,,,32,1500.0,,,Inside Sales,1.0,1.0,3.0,3.0,1.0,,"Faturamento de R$ 80.000,00 mês",,,Sim,,52.0,,,Antecipação,,,,"4 avaliações válidas (23/07, 29/07, 06/08, 12/08). M/A/Q/Rel/Res: 3/1/3/3/2 → 3/1/3/3/1 → 3/2/3/3/2 → 1/1/3/3/1. Qualidade e relação seguem positivas, mas MQL, resultado e atrasos internos pioraram. Tendência: piorando | flag histórica: vermelha | confiança alta.",,,Construção civil,2026-06-26,V2,Sim,SMALL,2000.0
wall-street,LAMARCA 3,Luis Guilherme,4400000.0,,,Não,"São Paulo, SP",Felipe Gonçalves,40% Leads > MQL,,,,,,,,Antecipação,2026-08-12,2026-03-23,2026-08-13,2026-07-14,,,,3961.21,🔴 VERMELHO,,1200.0,Gersson,,"2 tarefas ativas vencidas em 12/08, sem tag de dependência do cliente: lead oculto/análise de concorrentes e roteiro de vídeo.","Inside sales: 12 MQLs em 51 leads, conversão de 23,5%, abaixo de 30%.","Entregas e testes seguem em andamento; não houve reclamação, mas não há aprovação explícita da entrega.","Cliente engajado validou ações além de campanha: rotina comercial, qualificação e participação dos vendedores no próximo alinhamento.","Foram citados 12 MQLs e SQLs, mas nenhuma venda ou faturamento atribuível ao projeto no período.","R$ 10,00","40,00%","15,00%",,MC e Breakeven | Lamarca 3,LAMARCA 3: Link do Contrato,eKyte,[Lamarca3] Growth Pack 3.1 - 2026 | Wesley Elioenai,Lamarca 3 | Link do Loop,,https://lamarca-3-replanejamento.diegosenzi.chatgpt.site/,#NUM!,800.0,,,Inside Sales,1.0,2.0,2.0,3.0,1.0,,"Faturamento de R$ 55.000,00 mês","70,00%","0,00%",Sim,,54.0,"R$ 7,00",0,Antecipação,,,,"4 avaliações válidas (22/07, 31/07, 05/08, 12/08). M/A/Q/Rel/Res: 2/2/3/1/2 → 3/1/1/1/2 → 3/2/3/3/1 → 2/1/2/3/1. Relação melhorou, mas atrasos e ausência de vendas persistem. Tendência: estável | flag histórica: vermelha | confiança alta.",,,Comunicação e mídia,2026-06-26,V1,Sim,SMALL,2000.0
wall-street,FGND,Luis Guilherme,0.0,,,Não,"Rio de Janeiro, RJ",Felipe Gonçalves,,,,,,,,,Antecipação,2026-07-31,2026-04-13,2026-08-13,2026-07-16,,,,7527.92,🔴 VERMELHO,,3550.0,Gersson,,Há 13 tarefas ativas vencidas na workspace FGND; tarefas pausadas não foram consideradas.,A transcrição não cita MQLs nem Leads Qualificados pelo Marketing; a captação será iniciada no lançamento.,Não houve pedido de refação de entregáveis no encontro.,"Ana, Marcela e Mário participaram ativamente, validaram o fluxo de lançamento e encaminharam aprovações.",Não houve vendas ou resultado comercial apresentado; o produto segue em pré-lançamento para setembro.,"R$ 20,00",,"0,00%",,MC e Breakeven | FGND,FGND: Link do Contrato,eKyte,[FGND] Growth Pack 3.1 - 2026 | Wesley Elioenai,FGND | Link do Loop,,,6,4690.0,,,SaaS,1.0,1.0,3.0,3.0,1.0,,,"0,00%","0,00%",Sim,,49.0,"R$ 0,00",3,Antecipação,,,,"2 avaliações válidas (24/07, 31/07). M/A/Q/Rel/Res: 1/1/2/3/1 → 1/1/3/3/1. Qualidade melhorou, mas o pré-lançamento segue sem MQL, vendas e com muitos atrasos ativos. Tendência: estável | flag histórica: vermelha | confiança média.",,,Tecnologia / SaaS,2026-06-26,V1,Sim,SMALL,10000.0
wall-street,CONCREART,Luis Guilherme,,,,Não,"Campo Grande, MS",Felipe Gonçalves,40% Lead > Projeto/Proposta (MQL),,,,,,,,Antecipação,2026-08-13,2026-04-30,2026-08-13,2026-07-13,,,,6064.16,🟢 VERDE,,800.0,Gersson,,Há 5 tarefas ativas vencidas no Ekyte em 13/08; 4 são internas e sem dependência do cliente.,"Inside sales: 12 MQLs em 29 leads (41,4%), acima de 30%.",Foram combinados ajustes e complementos em materiais de vendas e conteúdo; não houve aprovação explícita das entregas.,"João e Lidiane participaram ativamente, definiram metas por produto e validaram ações de CRM, vendas e conteúdo.","Foram atribuídas 3 vendas e R$ 28,3 mil de faturamento às campanhas, com ROI de mídia informado em 9,03.","R$15,00","40,00%",15,,MC e Breakeven | Concreart,CONCREART: Link do Contrato,eKyte,[Concreart] Growth Pack 3.1 - 2026 | Wesley Elioenai,CONCREART | Link do Loop,,https://concreart-quarter-report.diegosenzi.chatgpt.site/,,1200.0,,,Inside Sales,1.0,3.0,2.0,3.0,4.0,,"Faturamento de R$ 26.400,00 mês","157,89%","0,00%",Sim,,78.0,"R$ 14,21",0,Antecipação,,,,"3 avaliações válidas (21/07, 30/07, 13/08). M/A/Q/Rel/Res: 3/1/1/1/1 → 5/1/2/3/1 → 3/1/2/3/4. Resultado virou positivo e a relação se manteve saudável; atrasos internos persistem. 07/08: transcrição sem conteúdo suficiente para pontuação. Tendência: melhorando | flag histórica: vermelha (recuperação inicial) | confiança média.",,,Construção civil,2026-06-26,V1,Sim,SMALL,1500.0
wall-street,ARMAZÉM DA COSTURA,Jaqueline Ventura,781500.0,,,Sim,"Ponta Grossa, PR",Felipe Gonçalves,40% Lead > Orçamento (MQL),,4.0,2.0,4.0,5.0,5.0,2.0,Antecipação,2026-07-21,2026-02-16,2026-08-13,2026-07-13,,,,3168.97,🔴 VERMELHO,,700.0,Wesley Elioenai,,"A workspace registra duas tarefas atrasadas: recarga de mídia de remarketing (14 dias) e geração de PIX para recarga das plataformas (13 dias), ambas dependentes de ação/pagamento do cliente.","A transcrição não cita MQL. Ela menciona apenas leads e CPL; portanto, não há evidência de MQL para a nota.",Foi reconhecido um desalinhamento anterior sobre expectativa de ticket médio e definida uma correção de estratégia; não houve pedido de muitas refações de entregáveis.,A cliente relatou formalmente frustração com o projeto e ausência de evolução após a chegada dos leads.,A reunião informou que os leads de WhatsApp não evoluíram para vendas ou fluxo de loja; a meta do quarter é R$ 100 mil.,"R$ 9,00",24%,"R$ 350,00",2026-07-01,MC e Breakeven | Armazém da Costura,ARMAZÉM DA COSTURA: Link do Contrato,eKyte,[Armazém da Costura] Growth Pack 3.1 - 2026 | Wesley Elioenai,ARMAZÉM DA COSTURA | Link do Loop,,https://armazem-da-costura-replanejamento.diegosenzi.chatgpt.site/,,1300.0,,,PDV,2.0,1.0,2.0,1.0,1.0,6.0,"Faturamento de R$ 8.750,00 mês",,"0,00%",Sim,,38.0,"R$ 11,00",0,Antecipação,,,,,,,Moda e vestuário,2026-06-26,V1,Sim,SMALL,2000.0
wall-street,REDE CONVEM,Luis Guilherme,28000000.0,,,Não,"Saquarema, RJ",Felipe Gonçalves,,,5.0,5.0,5.0,5.0,5.0,5.0,Saudável,2026-08-07,2026-05-25,2026-08-13,2026-07-14,,,,8385.37,🔴 VERMELHO,,1200.0,Gersson,,Há tarefas vencidas sem a tag AGUARDANDO APROVAÇÃO.,Não houve menção a MQLs nem taxa Lead→MQL.,"Não houve pedido de refação, mas não há evidência clara de aprovação da entrega.","Relacionamento colaborativo, mas sem evidência suficiente de proposta estratégica além do acompanhamento.","A call não mencionou vendas, faturamento ou atingimento de meta.",,,,2026-07-01,MC e Breakeven | Rede Convem,Rede Convem: Link do Contrato,eKyte,[Rede Convém | BK] Growth Pack 3.1 - 2026 | Wesley Elioenai,REDE CONVEM | Link do Loop,,,6,3800.0,,,PDV,1.0,1.0,2.0,2.0,1.0,10.0,,,,Sim,,41.0,,,Saudável,,,,"2 avaliações válidas (30/07, 06/08). M/A/Q/Rel/Res: 1/2/2/3/4 → 1/1/3/3/1. MQL segue ausente; atrasos cresceram e o resultado deteriorou. 13/08: sem transcrição utilizável; não pontuado. Tendência: piorando | flag histórica: amarela (deterioração inicial) | confiança média.",,,Alimentício,2026-06-26,V1,Sim,SMALL,5000.0
wall-street,AMO Ofertas,Diego Senzi,0.0,,,Sim,"Chapeco, SC",Felipe Gonçalves,450 Checkout,,,,,,,,Saudável,2026-07-07,2026-05-07,2026-08-13,2026-07-13,,,,,,,0.0,Wesley Elioenai,,,,,,,2%,5000,150,,MC e Breakeven | AMO Ofertas,AMO Ofertas Link do Contrato,ekyte,[AMO Ofertas] Growth Pack 3.1 - 2026 | Wesley Elioenai,AMO Ofertas | Link do Loop,,,#NUM!,3000.0,,,E-commerce,,,,,,,CAC de até 8% do valor da venda,#VALUE!,,Não,,,,,Saudável,,,,,,,Alimentício,2026-06-26,V1,Sim,SMALL,3000.0
